0.00000,0.53253,-1.30334,-1.52085,-1.05683,2.47804,-0.62074
0.08065,0.53252,-1.30337,-1.52080,-1.05684,2.47805,-0.62074
0.16129,0.53453,-1.30974,-1.50563,-1.06203,2.47638,-0.61634
0.24194,0.54595,-1.31977,-1.47230,-1.07385,2.46769,-0.60187
0.32258,0.55266,-1.32414,-1.45596,-1.07980,2.46260,-0.59417
0.40323,0.56163,-1.32845,-1.43722,-1.08672,2.45579,-0.58450
0.48387,0.56504,-1.32991,-1.43048,-1.08923,2.45320,-0.58091
0.56452,0.57036,-1.33149,-1.42126,-1.09265,2.44914,-0.57542
0.64516,0.57777,-1.33292,-1.40990,-1.09687,2.44348,-0.56795
0.72581,0.58637,-1.33341,-1.39890,-1.10092,2.43687,-0.55944
0.80645,0.59562,-1.33387,-1.38741,-1.10518,2.42973,-0.55048
0.88710,0.60467,-1.33393,-1.37703,-1.10904,2.42271,-0.54187
0.96774,0.61330,-1.33305,-1.36893,-1.11201,2.41599,-0.53381
1.04839,0.61886,-1.33212,-1.36441,-1.11364,2.41163,-0.52866
1.12903,0.62256,-1.33100,-1.36231,-1.11435,2.40872,-0.52526
1.20968,0.62513,-1.32995,-1.36136,-1.11463,2.40670,-0.52292
1.29032,0.62947,-1.32740,-1.36109,-1.11455,2.40328,-0.51898
1.37097,0.63595,-1.32285,-1.36208,-1.11383,2.39815,-0.51313
1.45161,0.64183,-1.31805,-1.36422,-1.11266,2.39349,-0.50788
1.53226,0.64623,-1.31412,-1.36648,-1.11151,2.38998,-0.50398
1.61290,0.65053,-1.30980,-1.36955,-1.11001,2.38655,-0.50019
1.69355,0.65600,-1.30380,-1.37439,-1.10773,2.38218,-0.49540
1.77419,0.65985,-1.29884,-1.37912,-1.10555,2.37909,-0.49206
1.85484,0.66525,-1.29033,-1.38849,-1.10135,2.37474,-0.48738
1.93548,0.66732,-1.28692,-1.39235,-1.09962,2.37307,-0.48560
2.01613,0.66955,-1.28287,-1.39718,-1.09748,2.37127,-0.48368
2.09677,0.67181,-1.27808,-1.40327,-1.09480,2.36944,-0.48174
2.17742,0.67563,-1.26385,-1.42413,-1.08582,2.36632,-0.47841
2.25806,0.67728,-1.24987,-1.44660,-1.07627,2.36495,-0.47690
2.33871,0.67695,-1.23938,-1.46488,-1.06860,2.36518,-0.47708
2.41935,0.67529,-1.22718,-1.48725,-1.05933,2.36649,-0.47835
2.50000,0.67136,-1.21267,-1.51552,-1.04781,2.36961,-0.48150
2.58065,0.66755,-1.20228,-1.53659,-1.03934,2.37264,-0.48462
2.66129,0.66488,-1.19618,-1.54932,-1.03428,2.37476,-0.48682
2.74194,0.66309,-1.19252,-1.55713,-1.03119,2.37619,-0.48830
2.82258,0.66108,-1.18910,-1.56473,-1.02821,2.37779,-0.48998
2.90323,0.65850,-1.18505,-1.57391,-1.02464,2.37984,-0.49215
2.98387,0.65621,-1.18188,-1.58134,-1.02177,2.38166,-0.49409
3.06452,0.65273,-1.17767,-1.59160,-1.01784,2.38442,-0.49705
3.14516,0.64717,-1.17222,-1.60590,-1.01245,2.38884,-0.50183
3.22581,0.64224,-1.16836,-1.61697,-1.00835,2.39274,-0.50612
3.30645,0.63673,-1.16503,-1.62777,-1.00441,2.39709,-0.51096
3.38710,0.62993,-1.16190,-1.63951,-1.00022,2.40245,-0.51702
3.46774,0.62148,-1.15930,-1.65207,-0.99587,2.40909,-0.52464
3.54839,0.61533,-1.15783,-1.66057,-0.99299,2.41390,-0.53026
3.62903,0.60983,-1.15685,-1.66768,-0.99064,2.41820,-0.53535
3.70968,0.60149,-1.15640,-1.67688,-0.98771,2.42468,-0.54316
3.79032,0.58864,-1.15810,-1.68750,-0.98462,2.43462,-0.55544
3.87097,0.57937,-1.16053,-1.69343,-0.98311,2.44175,-0.56449
3.95161,0.56884,-1.16450,-1.69843,-0.98209,2.44979,-0.57495
4.03226,0.55160,-1.17429,-1.70202,-0.98225,2.46284,-0.59255
4.11290,0.54299,-1.17938,-1.70369,-0.98246,2.46931,-0.60156
4.19355,0.53290,-1.18552,-1.70559,-0.98279,2.47684,-0.61230
4.27419,0.52106,-1.19308,-1.70758,-0.98333,2.48559,-0.62515
4.35484,0.51236,-1.19860,-1.70931,-0.98369,2.49198,-0.63480
4.43548,0.50632,-1.20249,-1.71052,-0.98397,2.49638,-0.64158
4.51613,0.49999,-1.20671,-1.71166,-0.98433,2.50098,-0.64878
4.59677,0.49309,-1.21128,-1.71308,-0.98468,2.50595,-0.65673
4.67742,0.48695,-1.21552,-1.71420,-0.98507,2.51036,-0.66390
4.75806,0.48267,-1.21851,-1.71498,-0.98535,2.51341,-0.66894
4.83871,0.47825,-1.22142,-1.71609,-0.98555,2.51655,-0.67418
4.91935,0.47286,-1.22476,-1.71786,-0.98565,2.52037,-0.68065
5.00000,0.46388,-1.22867,-1.72353,-0.98491,2.52667,-0.69155
5.08065,0.45727,-1.23095,-1.72875,-0.98405,2.53128,-0.69971
5.16129,0.45393,-1.23198,-1.73161,-0.98355,2.53358,-0.70386
5.24194,0.45040,-1.23267,-1.73526,-0.98282,2.53602,-0.70828
5.32258,0.44743,-1.23312,-1.73856,-0.98214,2.53806,-0.71202
5.40323,0.44312,-1.23344,-1.74387,-0.98097,2.54101,-0.71749
5.48387,0.42071,-1.22869,-1.78190,-0.97171,2.55610,-0.74660
5.56452,0.41356,-1.22662,-1.79498,-0.96866,2.56083,-0.75618
5.64516,0.40657,-1.22419,-1.80841,-0.96555,2.56541,-0.76565
5.72581,0.39830,-1.22042,-1.82567,-0.96157,2.57077,-0.77703
5.80645,0.39668,-1.21962,-1.82915,-0.96079,2.57182,-0.77929
5.88710,0.39558,-1.21903,-1.83157,-0.96024,2.57253,-0.78083
5.96774,0.39506,-1.21876,-1.83270,-0.95998,2.57286,-0.78155
6.04839,0.39400,-1.21815,-1.83510,-0.95944,2.57354,-0.78303
6.12903,0.39395,-1.21812,-1.83519,-0.95942,2.57357,-0.78309
6.20968,0.39393,-1.21811,-1.83524,-0.95941,2.57358,-0.78312
6.29032,0.39392,-1.21809,-1.83529,-0.95940,2.57359,-0.78314
6.37097,0.39390,-1.21808,-1.83533,-0.95939,2.57361,-0.78317
6.45161,0.39388,-1.21807,-1.83537,-0.95938,2.57362,-0.78319
6.53226,0.39387,-1.21806,-1.83540,-0.95937,2.57362,-0.78321
6.61290,0.39386,-1.21805,-1.83544,-0.95936,2.57363,-0.78323
6.69355,0.39384,-1.21804,-1.83547,-0.95936,2.57364,-0.78324
6.77419,0.39384,-1.21803,-1.83549,-0.95935,2.57364,-0.78325
6.85484,0.39384,-1.21803,-1.83550,-0.95935,2.57365,-0.78325
6.93548,0.39384,-1.21803,-1.83549,-0.95935,2.57364,-0.78325
7.01613,0.39384,-1.21804,-1.83546,-0.95936,2.57364,-0.78324
7.09677,0.39386,-1.21806,-1.83541,-0.95937,2.57363,-0.78323
7.17742,0.39561,-1.22187,-1.82734,-0.96160,2.57252,-0.78081
7.25806,0.39777,-1.22730,-1.81630,-0.96471,2.57114,-0.77782
7.33871,0.39941,-1.23309,-1.80547,-0.96788,2.57010,-0.77560
7.41935,0.40055,-1.23808,-1.79648,-0.97058,2.56937,-0.77405
7.50000,0.40098,-1.24049,-1.79230,-0.97186,2.56909,-0.77346
7.58065,0.40173,-1.24659,-1.78220,-0.97503,2.56862,-0.77248
7.66129,0.40204,-1.25576,-1.76813,-0.97961,2.56843,-0.77211
7.74194,0.40195,-1.26246,-1.75827,-0.98292,2.56850,-0.77228
7.82258,0.40199,-1.27002,-1.74687,-0.98677,2.56850,-0.77229
7.90323,0.40205,-1.27504,-1.73918,-0.98940,2.56846,-0.77224
7.98387,0.40287,-1.28373,-1.72475,-0.99426,2.56795,-0.77119
8.06452,0.40408,-1.29249,-1.70950,-0.99941,2.56718,-0.76960
8.14516,0.40521,-1.30089,-1.69485,-1.00444,2.56646,-0.76813
8.22581,0.40654,-1.30992,-1.67882,-1.00998,2.56561,-0.76638
8.30645,0.40962,-1.32552,-1.64971,-1.02012,2.56364,-0.76234
8.38710,0.41177,-1.33339,-1.63392,-1.02567,2.56224,-0.75950
8.46774,0.41319,-1.33808,-1.62427,-1.02908,2.56132,-0.75763
8.54839,0.41494,-1.34358,-1.61278,-1.03315,2.56018,-0.75533
8.62903,0.41620,-1.34790,-1.60393,-1.03633,2.55936,-0.75369
8.70968,0.42136,-1.36182,-1.57351,-1.04722,2.55598,-0.74695
8.79032,0.42246,-1.36447,-1.56748,-1.04941,2.55525,-0.74551
8.87097,0.42545,-1.37157,-1.55127,-1.05531,2.55327,-0.74164
8.95161,0.42921,-1.37948,-1.53248,-1.06219,2.55077,-0.73679
9.03226,0.43285,-1.38644,-1.51537,-1.06849,2.54834,-0.73214
9.11290,0.43638,-1.39227,-1.50025,-1.07408,2.54597,-0.72763
9.19355,0.44474,-1.40602,-1.46444,-1.08748,2.54032,-0.71710
9.27419,0.44878,-1.41255,-1.44726,-1.09401,2.53757,-0.71209
9.35484,0.45180,-1.41705,-1.43504,-1.09869,2.53550,-0.70835
9.43548,0.45453,-1.42093,-1.42429,-1.10281,2.53363,-0.70499
9.51613,0.45691,-1.42425,-1.41502,-1.10639,2.53199,-0.70208
9.59677,0.46020,-1.42840,-1.40294,-1.11104,2.52972,-0.69807
9.67742,0.46317,-1.43192,-1.39244,-1.11511,2.52767,-0.69448
9.75806,0.46666,-1.43588,-1.38038,-1.11979,2.52524,-0.69027
9.83871,0.46982,-1.43913,-1.37004,-1.12381,2.52304,-0.68649
9.91935,0.47222,-1.44125,-1.36280,-1.12662,2.52136,-0.68363
10.00000,0.47620,-1.44443,-1.35136,-1.13106,2.51856,-0.67891
10.08065,0.47890,-1.44620,-1.34428,-1.13380,2.51665,-0.67572
10.16129,0.48215,-1.44822,-1.33597,-1.13702,2.51436,-0.67191
10.24194,0.48553,-1.45008,-1.32776,-1.14019,2.51196,-0.66796
10.32258,0.48945,-1.45229,-1.31818,-1.14392,2.50917,-0.66342
10.40323,0.49282,-1.45420,-1.30995,-1.14713,2.50676,-0.65954
10.48387,0.49568,-1.45577,-1.30307,-1.14982,2.50471,-0.65628
10.56452,0.49803,-1.45700,-1.29754,-1.15199,2.50302,-0.65360
10.64516,0.50042,-1.45818,-1.29205,-1.15414,2.50130,-0.65090
10.72581,0.50391,-1.45999,-1.28388,-1.15736,2.49878,-0.64696
10.80645,0.50862,-1.46248,-1.27282,-1.16174,2.49537,-0.64169
10.88710,0.51348,-1.46490,-1.26171,-1.16616,2.49184,-0.63630
10.96774,0.51984,-1.46766,-1.24796,-1.17163,2.48719,-0.62933
11.04839,0.52395,-1.46912,-1.23968,-1.17492,2.48417,-0.62485
11.12903,0.52786,-1.47061,-1.23168,-1.17813,2.48129,-0.62064
11.20968,0.53059,-1.47157,-1.22624,-1.18031,2.47928,-0.61771
11.29032,0.53221,-1.47201,-1.22326,-1.18150,2.47808,-0.61597
11.37097,0.53371,-1.47237,-1.22059,-1.18256,2.47697,-0.61438
11.45161,0.53585,-1.47290,-1.21674,-1.18409,2.47538,-0.61211
11.53226,0.53753,-1.47321,-1.21392,-1.18521,2.47413,-0.61032
11.61290,0.54076,-1.47324,-1.20952,-1.18692,2.47173,-0.60691
11.69355,0.54449,-1.47270,-1.20550,-1.18843,2.46894,-0.60300
11.77419,0.54792,-1.47168,-1.20276,-1.18941,2.46637,-0.59941
11.85484,0.55091,-1.47013,-1.20158,-1.18973,2.46412,-0.59629
11.93548,0.55316,-1.46869,-1.20121,-1.18974,2.46243,-0.59396
12.01613,0.55555,-1.46673,-1.20157,-1.18942,2.46063,-0.59149
12.09677,0.55806,-1.46398,-1.20323,-1.18852,2.45873,-0.58889
12.17742,0.56098,-1.46002,-1.20652,-1.18687,2.45651,-0.58588
12.25806,0.56399,-1.45497,-1.21168,-1.18439,2.45422,-0.58278
12.33871,0.56669,-1.44956,-1.21791,-1.18145,2.45217,-0.58002
12.41935,0.56885,-1.44496,-1.22338,-1.17888,2.45051,-0.57780
12.50000,0.57041,-1.44118,-1.22815,-1.17666,2.44931,-0.57620
12.58065,0.57179,-1.43762,-1.23278,-1.17452,2.44825,-0.57479
12.66129,0.57285,-1.43467,-1.23672,-1.17270,2.44744,-0.57370
12.74194,0.57364,-1.43226,-1.24003,-1.17118,2.44683,-0.57289
12.82258,0.57444,-1.42980,-1.24342,-1.16963,2.44621,-0.57207
12.90323,0.57549,-1.42607,-1.24877,-1.16719,2.44540,-0.57099
12.98387,0.57729,-1.41634,-1.26384,-1.16042,2.44400,-0.56911
13.06452,0.57807,-1.41113,-1.27213,-1.15671,2.44339,-0.56828
13.14516,0.57856,-1.40557,-1.28138,-1.15261,2.44300,-0.56774
13.22581,0.57879,-1.39758,-1.29523,-1.14651,2.44281,-0.56743
13.30645,0.57853,-1.39012,-1.30871,-1.14063,2.44298,-0.56760
13.38710,0.57808,-1.38369,-1.32057,-1.13548,2.44331,-0.56797
13.46774,0.57703,-1.37429,-1.33830,-1.12786,2.44409,-0.56890
13.54839,0.57641,-1.36900,-1.34830,-1.12357,2.44455,-0.56945
13.62903,0.57521,-1.36105,-1.36361,-1.11706,2.44545,-0.57056
13.70968,0.57255,-1.35067,-1.38480,-1.10817,2.44745,-0.57309
13.79032,0.56969,-1.34283,-1.40177,-1.10114,2.44960,-0.57584
13.87097,0.56703,-1.33701,-1.41501,-1.09572,2.45161,-0.57845
13.95161,0.56487,-1.33281,-1.42482,-1.09173,2.45324,-0.58057
14.03226,0.56089,-1.32626,-1.44084,-1.08531,2.45624,-0.58453
14.11290,0.55835,-1.32261,-1.45013,-1.08162,2.45814,-0.58707
14.19355,0.55612,-1.31967,-1.45784,-1.07858,2.45982,-0.58932
14.27419,0.55381,-1.31685,-1.46544,-1.07561,2.46155,-0.59166
14.35484,0.55192,-1.31465,-1.47146,-1.07327,2.46297,-0.59359
14.43548,0.55048,-1.31305,-1.47593,-1.07154,2.46404,-0.59505
14.51613,0.54952,-1.31200,-1.47888,-1.07041,2.46476,-0.59604
14.59677,0.54806,-1.31044,-1.48330,-1.06871,2.46586,-0.59754
14.67742,0.54804,-1.31042,-1.48336,-1.06868,2.46587,-0.59756
14.75806,0.54756,-1.30992,-1.48479,-1.06814,2.46623,-0.59805
14.83871,0.54706,-1.30940,-1.48628,-1.06757,2.46660,-0.59857
14.91935,0.54656,-1.30888,-1.48776,-1.06700,2.46698,-0.59908
15.00000,0.54654,-1.30886,-1.48782,-1.06698,2.46699,-0.59911
